,fps,frame_end,frame_start,instance_id,signer_id,source,split,url,variation_id,video_id,bbox_xmin,bbox_ymin,bbox_xmax,bbox_ymax,gloss
565,25,-1,1,12,26,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/118182.mp4,1,623,54,6,272,240,accident
556,25,-1,1,2,29,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/72311.mp4,0,624,42,6,278,240,accident
557,25,-1,1,3,6,signschool,test,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Accident%2C%20Accidentally-0F9FseAyJb4.mp4,1,625,675,50,1461,1080,accident
558,25,-1,1,4,32,signschool,val,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Car%20Accident-lEGmzocv1g4.mp4,0,626,485,85,1608,1080,accident
5001,25,-1,1,6,26,spreadthesign,val,https://media.spreadthesign.com/video/mp4/13/109513.mp4,0,961,38,0,309,240,add
5003,25,-1,1,10,4,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Add%202--PWfHNQJzQ8.mp4,0,962,367,45,1768,1080,add
803,25,-1,1,1,35,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/50049.mp4,0,1383,55,0,259,240,africa
804,25,-1,1,2,38,startasl,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/africa.mp4,0,1384,409,56,822,720,africa
3941,25,-1,1,9,2,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/307858.mp4,0,1552,53,12,251,240,ago
3942,25,-1,1,10,4,signschool,val,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Last-0SLfkAHELAs.mp4,0,1553,570,98,1535,1080,ago
3052,25,-1,1,7,26,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/118417.mp4,0,2103,73,7,238,240,alone
3053,25,-1,1,8,4,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Alone-XPC_elKHC2k.mp4,0,2104,452,85,1495,1080,alone
3054,25,-1,1,9,4,signschool,test,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Only%20One-pnVAEfSn_Jo.mp4,0,2105,521,78,1514,1080,alone
2333,25,-1,1,6,19,elementalasl,train,https://elementalaslconcepts.weebly.com/uploads/2/4/4/5/24454483/animal.mov,0,2583,18,3,320,180,animal
2334,25,-1,1,8,2,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/118511.mp4,0,2584,60,4,273,240,animal
574,25,-1,1,13,37,spreadthesign,val,https://media.spreadthesign.com/video/mp4/13/455436.mp4,0,2999,44,0,232,240,apple
575,25,-1,1,15,28,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/480702.mp4,0,3000,41,13,259,240,apple
576,25,-1,1,16,38,startasl,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/apple-2.mp4,0,3001,350,53,815,720,apple
3060,25,-1,1,5,37,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/186262.mp4,0,3055,24,0,295,240,appointment
3061,25,-1,1,7,2,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/89669.mp4,0,3056,65,15,265,240,appointment
2348,25,-1,1,17,2,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/122547.mp4,0,3267,32,3,295,240,argue
2339,25,-1,1,1,36,startasl,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/argue.mp4,0,3268,156,17,579,414,argue
2340,25,-1,1,3,38,startasl,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/spat.mp4,0,3270,359,52,905,720,argue
3075,25,-1,1,15,37,spreadthesign,val,https://media.spreadthesign.com/video/mp4/13/455286.mp4,0,4184,64,1,257,240,australia
3067,25,-1,1,1,38,startasl,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/australia.mp4,0,4186,392,55,841,720,australia
2352,25,-1,1,6,2,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/123115.mp4,0,4505,45,1,255,240,baby
2353,25,-1,1,8,36,startasl,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/baby.mp4,0,4506,186,21,578,414,baby
1366,25,-1,1,12,2,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/123148.mp4,0,4708,65,11,258,240,bad
1360,25,-1,1,2,36,startasl,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/bad.mp4,0,4709,212,16,522,414,bad
1361,25,-1,1,5,4,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Bad-2099RpCyLwU.mp4,0,4712,739,67,1637,1080,bad
1732,25,-1,1,7,19,elementalasl,train,https://elementalaslconcepts.weebly.com/uploads/2/4/4/5/24454483/balance.mov,0,4795,69,12,255,180,balance
1734,25,-1,1,11,2,spreadthesign,test,https://media.spreadthesign.com/video/mp4/13/244081.mp4,0,4796,31,2,279,240,balance
1376,25,-1,1,12,2,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/123213.mp4,0,4849,43,8,262,240,ball
1370,25,-1,1,2,36,startasl,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/ball.mp4,0,4850,210,16,534,414,ball
3087,25,-1,1,7,2,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/123217.mp4,0,4867,25,9,282,240,balloon
